Probe	Region	Methylation
Scarb2	Promoter	0.6789654
Scarf1	Gene_body	13.16109
Scarf1	Promoter	51.754093
Scarf2	Gene_body	1.2358621
Scarf2	Promoter	3.0067155
Scarna10	Gene_body	97.22223
Scarna10	Promoter	97.95433
Scarna13	Gene_body	18.080357
SCARNA13	Gene_body	0
Scarna13	Promoter	1.6309541
SCARNA13	Promoter	1.8849207
Scarna2	Gene_body	0.5439815
Scarna2	Promoter	22.734947
Sccpdh	Gene_body	68.61724
Sccpdh	Promoter	1.3393155
Scd1	Gene_body	1.948973
Scd1	Promoter	1.9661753
Scd2	Gene_body	1.6437197
Scd2	Promoter	2.375268
Scd3	Gene_body	67.63309
Scd3	Promoter	69.13375
Scd4	Gene_body	2.3667676
Scd4	Promoter	0.3267974
Scel	Gene_body	30.895184
Scel	Promoter	2.1357143
Scfd1	Gene_body	93.25736
Scfd1	Promoter	5.5324073
Scfd2	Gene_body	91.60574
Scfd2	Promoter	1.1259376
Scg2	Gene_body	78.21126
Scg2	Promoter	19.350563
Scg3	Gene_body	81.92816
Scg3	Promoter	2.5789309
Scg5	Gene_body	38.484028
Scg5	Promoter	96.797104
Scgb1a1	Gene_body	9.89963
Scgb1a1	Promoter	13.456178
Scgb1c1	Gene_body	2.5
Scgb1c1	Promoter	3.1466453
Scgb3a1	Gene_body	17.814754
Scgb3a1	Promoter	2.4056354
Scgb3a2	Gene_body	2.3137975
Scgb3a2	Promoter	4.678571
Scgn	Gene_body	7.3141766
Scgn	Promoter	1.9949496
Schip1	Gene_body	26.395828
Schip1	Promoter	3.7073865
Scin	Gene_body	70.85676
Scin	Promoter	0.38548756
Sclt1	Gene_body	78.79423
Sclt1	Promoter	6.245002
Scly	Gene_body	6.359226
Scly	Promoter	0.64176244
Scmh1	Gene_body	76.56541
Scmh1	Promoter	1.1011906
Scml1	Gene_body	14.202022
Scml1	Promoter	12.5083475
Scml2	Gene_body	93.369225
Scml2	Promoter	99.68944
Scml4	Gene_body	2.765567
Scml4	Promoter	0.8815427
Scn10a	Gene_body	87.627426
Scn10a	Promoter	5.541054
Scn11a	Gene_body	13.756158
Scn11a	Promoter	10.626294
Scn1a	Gene_body	5.306253
Scn1a	Promoter	1.7204301
Scn1b	Gene_body	1.9265872
Scn1b	Promoter	0.29861444
Scn2a1	Gene_body	15.584068
Scn2a1	Promoter	0
Scn2b	Gene_body	2.0767722
Scn2b	Promoter	0.5984849
Scn3a	Gene_body	8.251914
Scn3a	Promoter	1.3991455
Scn3b	Gene_body	2.5853758
Scn3b	Promoter	0.34937888
Scn4a	Gene_body	3.9084399
Scn4a	Promoter	4.5223837
Scn4b	Gene_body	1.3335439
Scn4b	Promoter	1.364271
Scn5a	Gene_body	7.0499425
Scn5a	Promoter	1.1918181
Scn7a	Gene_body	8.984722
Scn7a	Promoter	2.182401
Scn8a	Gene_body	79.421776
Scn8a	Promoter	5.194439
Scn9a	Gene_body	7.7208753
Scn9a	Promoter	2.5
Scnm1	Gene_body	61.4528
Scnm1	Promoter	0.18867925
Scnn1a	Gene_body	5.3693137
Scnn1a	Promoter	4.399632
Scnn1b	Gene_body	17.818012
Scnn1b	Promoter	1.6275593
Scnn1g	Gene_body	2.4695609
Scnn1g	Promoter	1.5362575
Sco1	Gene_body	69.637375
Sco1	Promoter	14.645616
Sco2	Gene_body	92.833496
Sco2	Promoter	22.940779
Scoc	Gene_body	14.596162
Scoc	Promoter	0.25252527
Scp2	Gene_body	68.6116
Scp2	Promoter	1.4130435
Scpep1	Gene_body	39.56066
Scpep1	Promoter	1.3929902
Scrg1	Gene_body	17.38508
Scrg1	Promoter	92.596725
Scrib	Gene_body	79.59298
Scrib	Promoter	34.39743
Scrn1	Gene_body	3.7412894
Scrn1	Promoter	0.421701
Scrn2	Gene_body	51.93103
Scrn2	Promoter	2.2733922
Scrn3	Gene_body	79.899796
Scrn3	Promoter	9.089161
Scrt1	Gene_body	1.3782189
Scrt1	Promoter	1.6174179
Scrt2	Gene_body	2.3391469
Scrt2	Promoter	1.5713346
Sct	Gene_body	0.68783075
Sct	Promoter	0.34391537
Sctr	Gene_body	3.8520184
Sctr	Promoter	1.8957494
Scube1	Gene_body	18.238272
Scube1	Promoter	0.8260616
Scube2	Gene_body	4.715609
Scube2	Promoter	1.0847595
Scube3	Gene_body	52.810165
Scube3	Promoter	1.1428571
Scx	Gene_body	96.41789
Scx	Promoter	95.28932
Scyl1	Gene_body	55.101734
Scyl1	Promoter	4.294643
Scyl2	Gene_body	69.724815
Scyl2	Promoter	1.0466107
Scyl3	Gene_body	67.33746
Scyl3	Promoter	44.392845
Sdad1	Gene_body	86.11705
Sdad1	Promoter	8.6845
Sdc1	Gene_body	62.68376
Sdc1	Promoter	2.1429348
Sdc2	Gene_body	58.129223
Sdc2	Promoter	1.108019
Sdc3	Gene_body	2.0779455
Sdc3	Promoter	0.359745
Sdc4	Gene_body	2.4408388
Sdc4	Promoter	2.2751324
Sdcbp	Gene_body	73.02644
Sdcbp	Promoter	1.5341489
Sdcbp2	Gene_body	46.608257
Sdcbp2	Promoter	6.988754
Sdccag3	Gene_body	50.771816
Sdccag3	Promoter	10.0002165
Sdccag8	Gene_body	55.804592
Sdccag8	Promoter	0.5987302
Sdf2	Gene_body	51.078136
Sdf2	Promoter	2.7240345
Sdf2l1	Gene_body	24.270067
Sdf2l1	Promoter	0.56716084
Sdf4	Gene_body	60.61772
Sdf4	Promoter	10.493235
Sdha	Gene_body	72.233894
Sdha	Promoter	9.146289
Sdhaf1	Gene_body	0.7423942
Sdhaf1	Promoter	0.71571
Sdhaf2	Gene_body	68.324715
Sdhaf2	Promoter	8.668556
Sdhb	Gene_body	67.38682
Sdhb	Promoter	28.848463
Sdhc	Gene_body	84.43757
Sdhc	Promoter	0.18534862
Sdhd	Gene_body	68.46098
Sdhd	Promoter	4.838236
Sdk1	Gene_body	76.99057
Sdk1	Promoter	0.3045677
Sdk2	Gene_body	3.5753453
Sdk2	Promoter	0.7167505
Sdpr	Gene_body	3.1221514
Sdpr	Promoter	2.102102
Sdr16c5	Gene_body	7.705519
Sdr16c5	Promoter	4.783951
Sdr16c6	Gene_body	13.185788
Sdr16c6	Promoter	5.4012346
Sdr39u1	Gene_body	6.6376476
Sdr39u1	Promoter	1.2832406
Sdr42e1	Gene_body	21.733482
Sdr42e1	Promoter	28.975256
Sdr9c7	Gene_body	10.721476
Sdr9c7	Promoter	2.061966
Sds	Gene_body	7.9535728
Sds	Promoter	1.4354755
Sdsl	Gene_body	2.8923626
Sdsl	Promoter	5.28658
Sebox	Gene_body	2.766667
Sebox	Promoter	2.2766707
Sec1	Gene_body	9.184676
Sec1	Promoter	2.608487
Sec11a	Gene_body	80.88672
Sec11a	Promoter	0.154321
Sec11c	Gene_body	57.702286
Sec11c	Promoter	0.288696
Sec13	Gene_body	69.3933
Sec13	Promoter	0.32894737
Sec14l1	Gene_body	84.537796
Sec14l1	Promoter	1.7738744
Sec14l2	Gene_body	67.56865
Sec14l2	Promoter	76.1389
Sec14l3	Gene_body	84.20485
Sec14l3	Promoter	0
Sec14l4	Gene_body	45.7467
Sec14l4	Promoter	1.6006216
Sec14l5	Gene_body	93.58301
Sec14l5	Promoter	86.978775
Sec16a	Gene_body	80.233536
Sec16a	Promoter	0.9710498
Sec16b	Gene_body	87.288864
Sec16b	Promoter	52.010525
Sec22a	Gene_body	76.30269
Sec22a	Promoter	1.440183
Sec22b	Gene_body	83.02761
Sec22b	Promoter	0.4293063
Sec22c	Gene_body	69.91644
Sec22c	Promoter	3.147441
Sec23a	Gene_body	84.6081
Sec23a	Promoter	0.4206469
Sec23b	Gene_body	89.35575
Sec23b	Promoter	1.6243881
Sec23ip	Gene_body	78.82207
Sec23ip	Promoter	1.4414521
Sec24a	Gene_body	68.74604
Sec24a	Promoter	5.2306523
Sec24b	Gene_body	81.75349
Sec24b	Promoter	2.257091
Sec24c	Gene_body	76.72851
Sec24c	Promoter	4.9248366
Sec24d	Gene_body	78.01361
Sec24d	Promoter	0.81211597
Sec31a	Gene_body	88.02366
Sec31a	Promoter	0.3764754
Sec31b	Gene_body	84.50497
Sec31b	Promoter	1.659941
Sec61a1	Gene_body	68.972374
Sec61a1	Promoter	6.5139832
Sec61a2	Gene_body	68.57901
Sec61a2	Promoter	12.817104
Sec61b	Gene_body	77.538826
Sec61b	Promoter	7.4184475
Sec61g	Gene_body	44.022255
Sec61g	Promoter	0.9259259
Sec62	Gene_body	53.265213
Sec62	Promoter	1.5563241
Sec63	Gene_body	71.65847
Sec63	Promoter	0.59773564
Secisbp2	Gene_body	69.861336
Secisbp2	Promoter	14.206984
Secisbp2l	Gene_body	82.7828
Secisbp2l	Promoter	5.353617
Sectm1a	Gene_body	20.891073
Sectm1a	Promoter	2.503322
Sectm1b	Gene_body	2.3205929
Sectm1b	Promoter	2.2670252
Seh1l	Gene_body	54.513325
Seh1l	Promoter	2.8068464
Sel1l	Gene_body	87.96056
Sel1l	Promoter	0.60337895
Sel1l2	Gene_body	18.585743
Sel1l2	Promoter	3.030303
Sel1l3	Gene_body	19.123413
Sel1l3	Promoter	1.4942797
Sele	Gene_body	4.499765
Sele	Promoter	1.015625
Selenbp1	Gene_body	52.630447
Selenbp1	Promoter	36.64863
Selenbp2	Gene_body	96.52205
Selenbp2	Promoter	95.572914
Selk	Gene_body	54.466515
Selk	Promoter	8.831655
Sell	Gene_body	1.3581674
Sell	Promoter	3.5604243
Selm	Gene_body	95.4375
Selm	Promoter	97.619644
Selp	Gene_body	55.226543
Selp	Promoter	4.734849
Selplg	Gene_body	35.692272
Selplg	Promoter	6.537664
Sema3a	Gene_body	20.764072
Sema3a	Promoter	0.51490515
Sema3b	Gene_body	20.89409
Sema3b	Promoter	2.6262627
Sema3c	Gene_body	10.567436
Sema3c	Promoter	2.2728698
Sema3d	Gene_body	70.97994
Sema3d	Promoter	1.5747193
Sema3e	Gene_body	33.014004
Sema3e	Promoter	0.53756183
Sema3f	Gene_body	33.19087
Sema3f	Promoter	1.4682739
Sema3g	Gene_body	2.2113352
Sema3g	Promoter	1.590136
Sema4a	Gene_body	17.410679
Sema4a	Promoter	2.3195088
Sema4b	Gene_body	57.73225
Sema4b	Promoter	0.88938844
Sema4c	Gene_body	93.26988
Sema4c	Promoter	76.49675
Sema4d	Gene_body	80.335815
Sema4d	Promoter	1.0294118
Sema4f	Gene_body	5.6978974
Sema4f	Promoter	1.438099
Sema4g	Gene_body	31.28572
Sema4g	Promoter	0.699532
Sema5a	Gene_body	90.804054
Sema5a	Promoter	0.7292918
Sema5b	Gene_body	11.783951
Sema5b	Promoter	1.1232166
Sema6a	Gene_body	87.250275
Sema6a	Promoter	0.526681
Sema6b	Gene_body	3.351658
Sema6b	Promoter	0.87146634
Sema6c	Gene_body	2.5047216
Sema6c	Promoter	1.054131
Sema6d	Gene_body	75.745804
Sema6d	Promoter	2.8376992
Sema7a	Gene_body	1.5596774
Sema7a	Promoter	1.5843254
Senp1	Gene_body	77.03328
Senp1	Promoter	5.1651745
Senp2	Gene_body	73.11952
Senp2	Promoter	1.1375662
Senp3	Gene_body	58.205875
Senp3	Promoter	1.9474411
Senp5	Gene_body	82.489685
Senp5	Promoter	10.496171
Senp6	Gene_body	70.16476
Senp6	Promoter	3.400682
Senp7	Gene_body	90.93349
Senp7	Promoter	21.428572
Senp8	Gene_body	74.678154
Senp8	Promoter	3.663936
Sephs1	Gene_body	65.482765
Sephs1	Promoter	21.395544
Sephs2	Gene_body	1.2748406
Sephs2	Promoter	0.9491234
Sepn1	Gene_body	16.674421
Sepn1	Promoter	0.97349644
Sepp1	Gene_body	24.001598
Sepp1	Promoter	4.6987863
Sepsecs	Gene_body	54.490627
Sepsecs	Promoter	0.5471371
Sepw1	Gene_body	57.627403
Sepw1	Promoter	1.1241497
Sepx1	Gene_body	45.20191
Sepx1	Promoter	0.9776335
Serac1	Gene_body	89.33987
Serac1	Promoter	5.716691
Serbp1	Gene_body	46.85597
Serbp1	Promoter	0.66583097
Serf1	Gene_body	12.18442
Serf1	Promoter	1.1019254
Serf2	Gene_body	10.1549015
Serf2	Promoter	0.71582186
Sergef	Gene_body	88.29971
Sergef	Promoter	0.84429044
Serhl	Gene_body	85.12947
Serhl	Promoter	3.985255
Serinc1	Gene_body	52.696316
Serinc1	Promoter	2.4451485
Serinc2	Gene_body	3.3728397
Serinc2	Promoter	5.203704
Serinc3	Gene_body	57.172195
Serinc3	Promoter	0.5457227
Serinc4	Gene_body	12.197233
Serinc4	Promoter	6.4538116
Serinc5	Gene_body	79.042175
Serinc5	Promoter	0.8641118
Serp1	Gene_body	7.9729795
Serp1	Promoter	8.438706
Serp2	Gene_body	2.0712159
Serp2	Promoter	1.1679293
Serpina10	Gene_body	4.6499553
Serpina10	Promoter	3.3643892
Serpina11	Gene_body	3.4545898
Serpina11	Promoter	6.29025
Serpina12	Gene_body	4.5340314
Serpina12	Promoter	3.2202144
Serpina1a	Gene_body	16.077705
Serpina1a	Promoter	6.8181825
Serpina1b	Gene_body	8.3803
Serpina1b	Promoter	9.616781
Serpina1c	Gene_body	13.002178
Serpina1c	Promoter	18.5014
Serpina1d	Gene_body	12.510902
Serpina1d	Promoter	13.073016
Serpina1e	Gene_body	9.582792
Serpina1e	Promoter	6.4131393
Serpina1f	Gene_body	7.942062
Serpina1f	Promoter	7.660902
Serpina3a	Gene_body	9.7301655
Serpina3a	Promoter	7.8741503
Serpina3b	Gene_body	5.625307
Serpina3b	Promoter	4.7898135
Serpina3c	Gene_body	11.170521
Serpina3c	Promoter	25.781574
Serpina3f	Gene_body	3.5613399
Serpina3f	Promoter	4.5454545
Serpina3g	Gene_body	4.074204
Serpina3g	Promoter	2.529762
Serpina3h	Gene_body	4.114049
Serpina3h	Promoter	-1
Serpina3i	Gene_body	1.8420732
Serpina3i	Promoter	-1
Serpina3j	Gene_body	6.3870616
Serpina3j	Promoter	9.807693
Serpina3k	Gene_body	15.434285
Serpina3k	Promoter	5.3376627
Serpina3m	Gene_body	9.509981
Serpina3m	Promoter	12.492425
Serpina3n	Gene_body	5.3654785
Serpina3n	Promoter	4.212455
Serpina5	Gene_body	6.7965984
Serpina5	Promoter	5.9124722
Serpina6	Gene_body	8.305054
Serpina6	Promoter	5.6004143
Serpina7	Gene_body	61.479748
Serpina7	Promoter	-1
Serpina9	Gene_body	4.497681
Serpina9	Promoter	10.952218
Serpinb10-ps	Gene_body	55.326607
Serpinb10-ps	Promoter	85.11363
Serpinb11	Gene_body	6.6360097
Serpinb11	Promoter	7.136803
Serpinb12	Gene_body	54.407036
Serpinb12	Promoter	5.8024693
Serpinb13	Gene_body	7.0012317
Serpinb13	Promoter	11.5377
Serpinb1a	Gene_body	19.239742
Serpinb1a	Promoter	1.9112061
Serpinb1b	Gene_body	7.1252065
Serpinb1b	Promoter	4.6978025
Serpinb1c	Gene_body	48.898796
Serpinb1c	Promoter	7.3260074
Serpinb2	Gene_body	87.26109
Serpinb2	Promoter	83.44955
Serpinb3a	Gene_body	97.519135
Serpinb3a	Promoter	-1
Serpinb3b	Gene_body	23.679934
Serpinb3b	Promoter	-1
Serpinb3c	Gene_body	12.030755
Serpinb3c	Promoter	-1
Serpinb3d	Gene_body	14.817606
Serpinb3d	Promoter	-1
Serpinb5	Gene_body	2.9781747
Serpinb5	Promoter	0.5997474
Serpinb6a	Gene_body	81.49678
Serpinb6a	Promoter	1.556095
Serpinb6b	Gene_body	22.182436
Serpinb6b	Promoter	0.50236404
Serpinb6c	Gene_body	40.596443
Serpinb6c	Promoter	3.3072917
Serpinb6d	Gene_body	9.523811
Serpinb6d	Promoter	24.285713
Serpinb6e	Gene_body	20.174404
Serpinb6e	Promoter	1.4285715
Serpinb7	Gene_body	15.034143
Serpinb7	Promoter	18.166668
Serpinb8	Gene_body	64.5367
Serpinb8	Promoter	0
Serpinb9	Gene_body	95.66796
Serpinb9	Promoter	98.484856
Serpinb9b	Gene_body	19.938951
Serpinb9b	Promoter	2.5883837
Serpinb9c	Gene_body	93.47381
Serpinb9c	Promoter	-1
Serpinb9d	Gene_body	7.857629
Serpinb9d	Promoter	12.938728
Serpinb9e	Gene_body	6.261036
Serpinb9e	Promoter	11.424709
Serpinb9f	Gene_body	15.6312685
Serpinb9f	Promoter	13.464631
Serpinb9g	Gene_body	11.969085
Serpinb9g	Promoter	5.9183674
Serpinc1	Gene_body	77.24702
Serpinc1	Promoter	98.55073
Serpind1	Gene_body	95.78061
Serpind1	Promoter	96.2482
Serpine1	Gene_body	12.681329
Serpine1	Promoter	0.59860903
Serpine2	Gene_body	83.217476
Serpine2	Promoter	0.25
Serpine3	Gene_body	27.713747
Serpine3	Promoter	0.79365087
Serpinf1	Gene_body	38.528923
Serpinf1	Promoter	5.756057
Serpinf2	Gene_body	9.048883
Serpinf2	Promoter	88.82284
Serping1	Gene_body	2.7440834
Serping1	Promoter	2.929014
Serpinh1	Gene_body	1.9721875
Serpinh1	Promoter	1.6870496
Serpini1	Gene_body	89.83199
Serpini1	Promoter	1.994845
Serpini2	Gene_body	50.922146
Serpini2	Promoter	-1
Sertad1	Gene_body	33.407364
Sertad1	Promoter	5.5740547
Sertad2	Gene_body	72.05793
Sertad2	Promoter	0.8674576
Sertad3	Gene_body	38.010036
Sertad3	Promoter	1.0128149
Sertad4	Gene_body	0.9899579
Sertad4	Promoter	0.84975874
Sesn1	Gene_body	63.77316
Sesn1	Promoter	0.7567359
Sesn2	Gene_body	52.46385
Sesn2	Promoter	0.4766662
Sesn3	Gene_body	66.84111
Sesn3	Promoter	0.4410867
Sestd1	Gene_body	57.87854
Sestd1	Promoter	1.8017154
Set	Gene_body	14.49889
Set	Promoter	9.395623
Setbp1	Gene_body	6.9005923
Setbp1	Promoter	1.1849157
Setd1a	Gene_body	67.98028
Setd1a	Promoter	1.8403362
Setd1b	Gene_body	60.495934
Setd1b	Promoter	0.7184385
Setd2	Gene_body	79.432076
Setd2	Promoter	3.5317855
Setd3	Gene_body	80.70066
Setd3	Promoter	2.382579
Setd4	Gene_body	44.740376
Setd4	Promoter	0.44005102
Setd5	Gene_body	82.502785
Setd5	Promoter	1.1805333
Setd6	Gene_body	21.66712
Setd6	Promoter	11.894601
Setd7	Gene_body	2.358556
Setd7	Promoter	0.90416574
Setd8	Gene_body	62.27875
Setd8	Promoter	11.969697
Setdb1	Gene_body	85.189316
Setdb1	Promoter	4.3539166
Setdb2	Gene_body	73.75662
Setdb2	Promoter	5.247065
Setmar	Gene_body	72.894424
Setmar	Promoter	0.5952381
Setx	Gene_body	75.94839
Setx	Promoter	73.17313
Sez6	Gene_body	4.1491127
Sez6	Promoter	1.2543168
Sez6l	Gene_body	2.4419181
Sez6l	Promoter	1.5728422
Sez6l2	Gene_body	96.96328
Sez6l2	Promoter	96.34968
Sf1	Gene_body	51.147064
Sf1	Promoter	12.731119
Sf3a1	Gene_body	66.37936
Sf3a1	Promoter	5.2575655
Sf3a2	Gene_body	36.043224
Sf3a2	Promoter	18.923208
Sf3a3	Gene_body	82.7397
Sf3a3	Promoter	1.3732934
Sf3b1	Gene_body	69.18403
Sf3b1	Promoter	0.47930765
Sf3b2	Gene_body	86.54312
Sf3b2	Promoter	0.7353535
Sf3b3	Gene_body	82.22081
Sf3b3	Promoter	3.3959222
Sf3b4	Gene_body	54.947
Sf3b4	Promoter	33.147182
Sf3b5	Gene_body	0.52800673
Sf3b5	Promoter	0.42950514
Sfi1	Gene_body	56.95593
Sfi1	Promoter	49.750225
Sfmbt1	Gene_body	67.39355
Sfmbt1	Promoter	0.19379847
Sfmbt2	Gene_body	3.831738
Sfmbt2	Promoter	2.6153846
Sfn	Gene_body	14.097905
Sfn	Promoter	60.45737
Sfpi1	Gene_body	8.5174885
Sfpi1	Promoter	8.739587
Sfpq	Gene_body	34.15596
Sfpq	Promoter	1.1769673
Sfr1	Gene_body	26.255686
Sfr1	Promoter	0.8432541
Sfrp1	Gene_body	28.09493
Sfrp1	Promoter	0.9179261
Sfrp2	Gene_body	9.622686
Sfrp2	Promoter	0.46409217
Sfrp4	Gene_body	1.7764461
Sfrp4	Promoter	0.8699001
Sfrp5	Gene_body	2.4347043
Sfrp5	Promoter	4.3010464
Sfrs18	Gene_body	69.34359
Sfrs18	Promoter	3.0107627
Sfswap	Gene_body	86.60829
Sfswap	Promoter	0.8467742
Sft2d1	Gene_body	60.211906
Sft2d1	Promoter	0.7240039
Sft2d2	Gene_body	70.976685
Sft2d2	Promoter	1.4219576
Sft2d3	Gene_body	4.4652076
Sft2d3	Promoter	77.99002
Sfta2	Gene_body	90.1164
Sfta2	Promoter	0.952381
Sftpa1	Gene_body	62.88429
Sftpa1	Promoter	50.909695
Sftpb	Gene_body	90.32394
Sftpb	Promoter	94.88629
Sftpc	Gene_body	2.4549496
Sftpc	Promoter	2.0472841
Sftpd	Gene_body	97.39956
Sftpd	Promoter	97.77779
Sfxn1	Gene_body	5.3449435
Sfxn1	Promoter	0.94261307
Sfxn2	Gene_body	82.50461
Sfxn2	Promoter	4.1577034
Sfxn3	Gene_body	11.07183
Sfxn3	Promoter	0.749908
Sfxn4	Gene_body	74.09648
Sfxn4	Promoter	9.801647
Sfxn5	Gene_body	82.69305
Sfxn5	Promoter	2.1761754
Sgca	Gene_body	95.248314
Sgca	Promoter	96.98413
Sgcb	Gene_body	14.965876
Sgcb	Promoter	0.84613377
Sgcd	Gene_body	65.65493
Sgcd	Promoter	1.0421379
Sgce	Gene_body	7.0507526
Sgce	Promoter	93.37068
Sgcg	Gene_body	6.278203
Sgcg	Promoter	2.1319444
Sgcz	Gene_body	12.707011
Sgcz	Promoter	2.0604396
Sgip1	Gene_body	16.833317
Sgip1	Promoter	1.4184073
Sgk1	Gene_body	85.156586
Sgk1	Promoter	3.0229132
Sgk2	Gene_body	23.095837
Sgk2	Promoter	4.598545
Sgk3	Gene_body	5.0694184
Sgk3	Promoter	0.49465242
Sgms1	Gene_body	69.11579
Sgms1	Promoter	4.24455
Sgms2	Gene_body	38.079613
Sgms2	Promoter	3.2310898
Sgol1	Gene_body	68.386566
Sgol1	Promoter	4.456604
Sgol2	Gene_body	78.55769
Sgol2	Promoter	0.7839262
Sgpl1	Gene_body	68.660324
Sgpl1	Promoter	0.8596874
Sgpp1	Gene_body	44.105083
Sgpp1	Promoter	3.2897928
Sgpp2	Gene_body	37.47524
Sgpp2	Promoter	22.911638
Sgsh	Gene_body	24.891703
Sgsh	Promoter	1.9616921
Sgsm1	Gene_body	62.366585
Sgsm1	Promoter	3.099528
Sgsm2	Gene_body	72.11709
Sgsm2	Promoter	69.74422
Sgsm3	Gene_body	70.796196
Sgsm3	Promoter	1.0352271
Sgta	Gene_body	85.626854
Sgta	Promoter	2.1472294
Sgtb	Gene_body	76.05453
Sgtb	Promoter	8.052586
Sh2b1	Gene_body	69.87357
Sh2b1	Promoter	10.112962
Sh2b2	Gene_body	8.747142
Sh2b2	Promoter	1.4597718
Sh2b3	Gene_body	73.60278
Sh2b3	Promoter	1.4867486
Sh2d1a	Gene_body	4.8709626
Sh2d1a	Promoter	7.389163
Sh2d1b1	Gene_body	3.562719
Sh2d1b1	Promoter	6.8047338
Sh2d1b2	Gene_body	3.434173
Sh2d1b2	Promoter	5.7973347
Sh2d2a	Gene_body	6.3843665
Sh2d2a	Promoter	3.0850995
Sh2d3c	Gene_body	80.16401
Sh2d3c	Promoter	20.243704
Sh2d4a	Gene_body	4.5593934
Sh2d4a	Promoter	0.4551821
Sh2d4b	Gene_body	86.90328
Sh2d4b	Promoter	1.5554299
Sh2d5	Gene_body	44.77225
Sh2d5	Promoter	7.161891
Sh2d6	Gene_body	97.44079
Sh2d6	Promoter	96.24912
Sh2d7	Gene_body	2.538039
Sh2d7	Promoter	4.0487847
Sh3bgr	Gene_body	9.074535
Sh3bgr	Promoter	0.44444445
Sh3bgrl	Gene_body	25.315199
Sh3bgrl	Promoter	2.3809526
Sh3bgrl2	Gene_body	57.126587
Sh3bgrl2	Promoter	1.0651284
Sh3bgrl3	Gene_body	13.679697
Sh3bgrl3	Promoter	3.5516222
Sh3bp1	Gene_body	15.022192
Sh3bp1	Promoter	1.6666667
Sh3bp2	Gene_body	71.20255
Sh3bp2	Promoter	1.2666847
Sh3bp4	Gene_body	60.696922
Sh3bp4	Promoter	1.1059163
Sh3bp5	Gene_body	83.88363
Sh3bp5	Promoter	1.9057596
Sh3bp5l	Gene_body	86.33757
Sh3bp5l	Promoter	5.2715364
Sh3d19	Gene_body	85.90096
Sh3d19	Promoter	98.907425
Sh3gl1	Gene_body	74.7677
Sh3gl1	Promoter	1.1924553
Sh3gl2	Gene_body	45.12335
Sh3gl2	Promoter	0.62687314
Sh3gl3	Gene_body	3.299698
Sh3gl3	Promoter	1.3463151
Sh3glb1	Gene_body	71.400116
Sh3glb1	Promoter	0.9446071
Sh3glb2	Gene_body	75.07509
Sh3glb2	Promoter	0.98228663
Sh3kbp1	Gene_body	76.78098
Sh3kbp1	Promoter	1.0977962
Sh3pxd2a	Gene_body	79.421875
Sh3pxd2a	Promoter	1.0208889
Sh3pxd2b	Gene_body	9.320599
Sh3pxd2b	Promoter	1.3641708
Sh3rf1	Gene_body	88.392166
Sh3rf1	Promoter	0.8905229
Sh3rf2	Gene_body	30.138952
Sh3rf2	Promoter	0.85714287
Sh3rf3	Gene_body	86.43937
Sh3rf3	Promoter	0.9435
Sh3tc1	Gene_body	86.68522
Sh3tc1	Promoter	50.446293
Sh3tc2	Gene_body	45.217396
Sh3tc2	Promoter	10.266355
Sh3yl1	Gene_body	77.588326
Sh3yl1	Promoter	15.873437
Shank1	Gene_body	5.728247
Shank1	Promoter	4.2982454
Shank2	Gene_body	87.00516
Shank2	Promoter	86.37955
Shank3	Gene_body	17.696474
Shank3	Promoter	0.9223301
Sharpin	Gene_body	28.423565
Sharpin	Promoter	7.757414
Shb	Gene_body	71.14903
Shb	Promoter	4.930255
Shbg	Gene_body	7.180914
Shbg	Promoter	1.9269398
Shc1	Gene_body	63.78101
Shc1	Promoter	1.7112625
Shc2	Gene_body	1.8431174
Shc2	Promoter	1.1799868
Shc3	Gene_body	45.14271
Shc3	Promoter	0.86829704
Shc4	Gene_body	18.785772
Shc4	Promoter	1.0700759
Shcbp1	Gene_body	73.011894
Shcbp1	Promoter	0.78512394
Shd	Gene_body	6.4959335
Shd	Promoter	51.312874
She	Gene_body	2.3044565
She	Promoter	0.97231996
Shf	Gene_body	51.993664
Shf	Promoter	8.134971
Shfm1	Gene_body	52.439957
Shfm1	Promoter	0.45155993
Shh	Gene_body	4.4033866
Shh	Promoter	2.3809526
Shisa2	Gene_body	24.688076
Shisa2	Promoter	1.3225594
Shisa3	Gene_body	35.477863
Shisa3	Promoter	0.39212075
Shisa4	Gene_body	0.80960774
Shisa4	Promoter	1.9628743
Shisa5	Gene_body	8.371015
Shisa5	Promoter	1.8320965
Shisa6	Gene_body	15.451338
Shisa6	Promoter	0.92596376
Shisa9	Gene_body	57.32137
Shisa9	Promoter	0.5284002
Shkbp1	Gene_body	65.10097
Shkbp1	Promoter	1.7570205
Shmt1	Gene_body	59.830677
Shmt1	Promoter	1.0344827
Shmt2	Gene_body	19.540615
Shmt2	Promoter	2.3855062
Shoc2	Gene_body	75.727455
Shoc2	Promoter	16.462843
Shox2	Gene_body	1.8189129
Shox2	Promoter	1.361186
Shpk	Gene_body	67.259995
Shpk	Promoter	4.7949967
Shprh	Gene_body	86.14902
Shprh	Promoter	0.8754209
Shq1	Gene_body	83.69019
Shq1	Promoter	0.58189654
Shroom1	Gene_body	2.1966617
Shroom1	Promoter	1.1111112
Shroom2	Gene_body	78.316986
Shroom2	Promoter	2.8280563
Shroom3	Gene_body	71.27374
Shroom3	Promoter	0.8568422
Shroom4	Gene_body	88.743004
