gene	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Normal_9	Normal_10	Normal_11	Normal_12	Normal_13	Normal_14	Normal_15	Normal_16	Normal_17	Normal_18	Normal_19	Normal_20	Normal_21	Normal_22	Normal_23	Normal_24	Normal_25	Normal_26	Normal_27	Normal_28	Normal_29	Normal_30	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48
TENC1	0.1070183	1.5801453	0.5310693	0.7048723	1.5518853	1.1654303	1.4070813	0.7084083	0.5380413	1.0655723	1.5195423	0.9411063	1.0538063	1.6480053	1.0840643	1.2122583	1.4781953	1.4259963	1.1921943	1.143808349	1.595693601	1.3408283	0.965040162	2.00643774	1.4431611	1.602269081	0.250729896	1.606068134	-0.129409842	1.750931773	-0.282115147	-0.868562477	-0.71251255	-1.413302448	-0.787672556	-1.016450521	-0.401874764	-0.672977499	-1.184713804	-0.506422332	-0.504961324	-0.284001835	-0.788360236	-1.914810259	0.389265665	-0.912003519	-0.221222257	-1.144735093	-0.186574304	-1.590199149	-1.801956618	-0.782506378	-0.919545068	-1.420078116	-1.526068812	-1.410979283	0.335727606	-1.276517635	-1.217949676	-1.880304934	-0.513490746	-0.753661883	-0.42386135	-1.716546053	-0.585765113	-0.543725468	-0.838693452	-1.565266699	-0.569477253	-0.303566892	-0.831318165	-1.341480892	-1.270089163	-1.064560886	-1.188381906	0.281670123	-1.218640286	-1.0503542
MMP10	-0.6803823	-0.4188903	-0.3183263	0.6762673	-0.6259343	-0.1926453	-0.5907453	-0.4739313	-0.1713683	-0.1281563	-0.7060413	-0.2209503	0.1479583	-0.2532573	-0.2009133	-0.3714603	-0.4150373	0.3021733	-0.3603053	-0.095758983	-0.335603032	-0.716207034	-0.080170349	-0.181606806	-0.472752997	-0.008933125	-0.387925654	0.075767508	-1.692676318	-0.211504105	-0.118925696	1.307244049	2.374744793	0.738507759	-0.215728691	0	0.684498174	0.794251335	-0.87698911	3.088767857	0.674872205	1.513112216	2.528600058	0.759980161	1.547675268	0.645017624	3.175128596	3.796567181	-0.179403088	-1.548062918	1.328836464	0.2410081	3.583045298	0.247310054	3.189962755	0.525197356	1.813231488	3.831245542	2.364741178	4.137648598	0.65808043	0.283172051	0.722466024	0.242458044	1.610385098	0.915607813	0.434095835	0.38466385	0.259087221	1.549557165	-0.799087306	0.820251916	2.187958924	1.83824893	0.232660757	2.050040682	3.063139589	1.101283336
ADH1C	1.3668123	2.1266433	2.7727303	3.0548483	3.1389783	3.0036023	2.9798423	2.1721673	2.5390353	2.8653253	2.9530793	2.1476323	1.9202933	3.1898253	2.2663373	3.0506763	1.7899383	3.0356243	2.4617903	2.516289645	3.057938808	1.85516395	0.874736755	2.075843758	2.76369596	2.359144358	3.246890772	1.929682998	1.771338638	1.771992979	0.186413124	0.435349955	1.331270279	-1.736965594	-0.922449147	-0.449064903	0.276749689	0.412053641	-0.094746334	0.190843585	-0.877408319	-0.119606319	0.351017303	0.077834883	1.156540633	-1.278449458	-1.943469904	0.878646672	2.516779433	-1.628452324	-2.355896462	0.687251825	-1.293445719	-0.832580287	0.039618829	-0.042995371	0.885896465	-1.607272662	-1.019246089	-1.076044191	2.563076887	-0.553153762	-1.74757724	1.936322628	-0.548147343	-0.451925529	-0.442709918	-1.516975663	-1.390070584	3.381010977	0.085183822	-0.123086751	-1.138879813	-1.235090048	0.661227492	2.024085619	-0.904732487	-0.510598566
COL3A1	-0.2532573	-0.5437203	0.0454433	1.2172313	-1.1552133	-1.1746213	-1.3921373	-1.2549783	-0.3883553	-0.2395663	-0.6803823	0.0690153	-1.1778823	-1.2933593	-1.3997303	-0.4441843	-1.5479323	-0.7154863	-1.2688173	-0.12485983	-0.815632851	-1.040323895	-1.024453044	-0.934181444	-0.84982426	-0.456195666	0.301561246	-1.105767627	-0.896095393	-0.987927168	0.748907266	1.204456588	1.761442239	0.766553779	2.599781215	1.975592923	3.929086342	0.061847592	0.291947098	0.850826864	1.753046863	2.626269621	0.136730002	-0.533965899	3.976083494	1.934142918	3.187250878	1.638092816	0.813064136	-0.643177115	2.687443202	0.654776339	1.829868175	0.452966955	-1.581004487	-0.064130337	2.668705948	0.323275778	-0.29252117	-1.224649278	-0.543691505	1.896389736	-0.380925226	0.730487799	1.653663966	0.650113935	1.009181861	0.606967809	0.028129373	0.946960989	0.997277933	1.069939259	-0.976153258	0.926386771	2.250275377	1.550243139	1.833523116	1.79268106
SCGB1A1	0.3538883	2.2818473	1.7450223	2.2672363	0.0143553	1.5772483	1.8583793	2.2172313	-0.8836353	-0.2310753	2.2705293	2.4369613	0.0482363	-1.6082323	1.7600083	1.7150153	1.0799753	0.1570443	0.1928253	-2.429826518	2.645710554	-0.931965908	2.181466623	1.055654555	0.738570244	2.107788242	0.72762773	2.600370405	-0.388904469	-0.444942282	0.499973558	-1.97194931	1.732325634	-2.205613974	-1.875138116	-1.513075652	-2.451625133	0.072870317	-1.63237072	-0.42906636	-1.878640373	-2.267543364	-0.83182039	0.261156519	-1.860723168	-1.808014078	-1.705165566	-2.21540452	-0.762818776	-2.473750275	-1.526563119	-1.513923164	-1.752900123	-1.5798796	-0.65927431	-0.022552933	-0.144161905	-2.815742708	-2.429238639	-2.284191057	-0.807798078	-3.138746997	-1.515916673	-2.727945405	-1.255242571	-2.260579777	-3.268412586	-2.851593157	-1.571851585	-2.068386975	-2.199625015	-2.304506104	-1.798878655	-2.407549328	-1.679973226	-0.935103878	-2.687632543	-0.988709987
FHL1	1.1116993	1.7411433	1.5548343	2.0652283	1.9411063	2.0600473	2.3879143	1.4828483	2.0143553	2.2812533	2.7158933	1.6866133	2.0111383	2.1554253	1.9034243	2.0610853	1.4900573	2.1186923	1.8906413	2.062681912	2.085660271	1.637748835	1.296490142	1.855817397	2.039760008	2.094846515	1.333285776	1.795422509	1.496848006	1.554016501	-1.397335498	-1.293329467	-0.230327072	-1.121074875	-0.131031526	-0.066822713	-0.172046612	0.293445719	-0.045031067	-0.837090337	-1.21979154	-0.18882727	-0.735275943	-0.776215433	0.896711461	-0.06638413	-0.018949775	-1.915897987	-0.784276655	-0.232158247	-1.5574668	-0.747531433	-0.66553123	-1.306840162	-2.561692721	-0.73290634	0.545558716	-1.564288932	-0.639089481	-1.300214883	0.398669102	-0.474808607	-0.398822303	-1.376022276	0.708394578	-0.607164004	-0.299263319	-0.200515138	-1.024848258	-1.103394869	0.703081395	-0.683992409	-1.564518398	-0.754532552	-1.146164579	1.038933205	-0.710321693	-0.306655193
SPP1	-2.0709673	-3.4422223	-2.3437323	-0.6371093	-3.7563313	-3.1584293	-3.5734673	0.7013273	-2.6348673	-3.4579903	-3.3219283	-2.5395203	-3.2792843	-3.2515393	-1.0770413	-3.2108973	-1.7178573	-3.5063533	-3.7958593	-2.120544522	-2.936725825	-1.951792612	-3.286036231	-3.192379852	-2.474705982	-2.593986424	-3.991730324	-3.377291358	-1.930131578	-2.552411929	-0.050983929	1.968952453	3.494409419	-0.034771197	3.259667342	4.029595829	0.941765393	2.329309513	-0.405354274	2.861804957	0.246034941	1.660161696	1.224382877	1.879405273	0.062968615	1.09588183	-0.238037757	1.263690805	-1.830334154	-2.878134455	2.107245962	3.942382403	0.731031427	-0.873147236	-2.400373639	1.193584508	1.309117122	1.939516949	1.915475017	2.601223481	2.234801343	2.228075031	1.604254123	1.370412253	1.698059155	0.536421572	1.053938807	1.880726305	2.486712278	4.408352221	-0.125622574	3.284064028	-1.267060574	2.088204905	2.1102083	0.215892516	1.645081151	3.307924109
LAD1	-0.4324553	0.0271543	0.6238673	0.3895673	0.4103413	0.0328063	0.2606283	0.2963113	0.4425453	0.2809563	0.5119743	0.3595213	0.4146773	0.3662523	0.1699253	0.1163653	-0.1959463	-0.1424173	-0.2915923	0.128324097	-0.398358758	1.128128819	0.640549262	0.496200352	0.174774401	1.221503789	-0.055317768	0.420871292	-0.880090536	0.79950706	-0.915786996	2.281003308	2.224592658	2.679557433	2.293945682	2.62417253	1.183640995	3.15936681	1.522031245	2.148617808	1.943310433	1.116172827	3.254507019	1.507032155	0.905341254	1.955705621	2.382892834	0.944349855	2.081723312	-0.764760699	2.491702573	1.828888084	1.168286506	1.183020659	1.076498137	1.872994723	2.350497247	3.200741748	2.65259016	2.360231983	1.878448969	2.288395533	2.511349272	2.948638363	1.838986531	2.955382358	2.757146181	2.12316933	2.513284477	3.681269605	2.850009574	2.319605537	3.319503212	2.980723501	2.81240815	2.144458379	2.692106686	1.99201353
CLDN18	1.2454963	2.4974853	2.5313193	0.4987613	2.3567073	2.4249223	2.5895243	0.4678013	1.9358373	2.3213513	2.5518853	2.0317483	2.0197023	2.6843703	2.7557423	2.2292803	1.0447443	2.1599523	2.8617573	2.242188218	2.401275598	1.987156276	2.544698631	1.957971808	2.549880042	2.165872922	2.43831046	2.570253345	2.022118406	2.317442697	-0.231443235	-2.641546029	-1.273018494	-3.043001153	-1.73289593	-1.340393289	-0.616871749	-0.945423467	-0.93088484	-2.397530781	-2.115395973	-2.118627097	-0.605495133	-2.894910589	-1.061292481	-1.215184937	-2.074347341	-2.221169971	-1.990152214	-2.298553587	-2.555337332	-2.196588666	-2.565945275	-1.646639397	-2.087462841	-1.403087743	-0.212471708	-3.525091045	-2.361187525	-3.447005228	0.776543252	-1.954500452	-1.941106311	-2.518325308	-2.0754902	-2.725825037	-2.083416008	-2.693022247	-1.493694443	-2.762090188	-1.217476931	-3.269641793	-2.644490202	-3.222392421	-2.494977505	1.042836198	-2.671051477	-1.445962072
CDCA5	-3.4900513	-2.4035423	-2.4900513	-2.3510743	-2.7466163	-3.0469213	-2.4422223	-2.4579903	-2.4500843	-2.4659383	-2.5395203	-2.5479323	-2.4659383	-3.0115883	-3.0469213	-2.7858753	-3.0709673	-2.4500843	-3.8783213	-1.742656706	-2.346266545	-2.467019177	-2.562478487	-2.483195663	-2.027440528	-1.793313984	-2.46093835	-2.660301634	-1.973002367	-1.966731154	0.444013884	0.883972954	-0.333126301	0.315785942	-0.282965685	0.106024101	-1.856351044	-0.940335969	-0.135401126	-0.351472371	-0.764627332	-1.64391562	-0.612858434	-1.794852412	-1.317911252	0.009535362	-0.229918146	-1.866371449	-0.39572852	-1.322260858	-0.529852865	-0.460658601	-1.188422394	-1.557881555	-1.279131013	-1.059294129	-0.925579426	-0.076703102	-0.737849057	0.578825668	-1.085513306	-0.729573222	-0.598402251	-1.201170734	-0.412477259	0.131915518	0.172659969	-0.450468057	-0.632879287	0.904770544	-0.358610948	1.178592958	0.03446263	0.005002415	0.508137162	0.313062446	0.128181824	-0.627671201
KRT16	-1.0770413	-1.0862013	-0.9434163	-0.0424573	-0.9132163	-1.0350473	-0.7417833	0.1163653	-0.7612133	-0.5563933	-0.3382503	-0.5713223	-0.1632683	-1.0203403	-0.9077933	-0.7612133	-0.9159363	-0.5606433	-1.4422223	-0.418455898	-0.5400088	0.302823711	-0.140271727	0.269496656	-0.543986345	-0.05521446	-0.908480447	-0.364611557	-1.237716312	0.257065448	2.148863386	3.022589012	3.885099794	2.54451294	2.367262407	3.498987816	2.185120517	3.597069472	0.202979282	3.702804838	1.322988186	1.817327138	2.745394733	2.046843698	0.413885742	3.782892006	3.111785388	1.488252179	2.120636892	-1.51529651	2.793506635	2.937030887	1.689044268	-0.141290166	-0.311201688	1.70541907	4.508771031	2.928465078	4.142506232	3.291546271	2.104987349	1.943891384	3.573951054	4.792613289	3.99203125	4.200307524	2.98535685	2.63391656	3.485539322	2.82543038	2.367861325	2.987051113	5.378706368	2.579698252	4.524057728	1.412074401	2.380562745	3.802017778
KRT5	-0.7321653	-0.3400753	-0.3075733	1.4931353	0.0635033	-0.0247373	0.0028833	1.9422333	-0.0130433	-0.0543923	0.4812993	0.9471053	0.4510133	0.1176953	0.3080113	0.1096953	0.6915343	0.0114963	-0.2125683	-0.543320227	-0.570095438	0.535057109	0.392982897	1.310908352	-0.415037499	0.740155382	-0.620912378	0.247632795	0.076762744	0.649458896	0.862496476	2.777140056	5.023041344	2.683270931	3.0218745	3.245745322	3.605140383	3.771263609	-1.169592254	2.877617028	1.577089837	3.312764468	3.539103683	3.394348269	2.496657022	4.767425389	3.617527542	2.228781467	2.322854228	-0.539487617	3.15146594	2.330261314	2.772733709	2.257361044	3.334618368	2.582337031	4.537074004	4.165995793	4.408909219	4.098032083	3.650449806	-0.409933462	3.748258521	5.354097208	3.774646731	4.637377035	4.433882931	3.331733536	3.919715544	4.879614592	4.355728383	3.834874545	5.371150679	4.777221359	3.91793588	2.80302807	4.225198985	3.618081047
PERP	-0.8059133	-0.2567003	0.1388143	0.3851553	-0.4092783	-0.2075613	-0.0770413	0.2761993	-0.4131153	-0.3219283	0.4157593	0.4657133	-0.1218633	-0.5458243	0.4573323	-0.0365263	-0.7178573	-0.1297343	-0.4111953	-0.137120897	-0.009353388	-0.491402632	-0.070643346	-0.314895524	0.153947784	0.025460866	-0.398570987	0.18847465	-0.410244638	-0.505684932	0.173826619	2.684915832	1.328075079	2.178367278	2.775404816	3.48704385	0.399962337	3.233681264	-0.637738168	3.17507759	0.150948393	0.743984311	2.187952688	1.833808746	0.574302894	1.210497815	0.889451684	1.486569214	1.947088652	-2.114965714	2.379081596	4.742491837	2.456093333	0.239071162	2.511629988	2.372667561	2.078681413	1.733192431	3.106850796	2.658729205	2.096382025	1.919166815	2.357252078	4.47781355	2.421772333	3.17394389	2.53550343	2.414522159	2.416562099	4.083915907	3.585032094	3.381445126	3.023280824	3.363711001	3.749549657	2.188567234	3.201511685	3.090166129
NTS	-3.2108973	-2.6896603	-2.8365013	-1.2446853	-3.2378643	-3.0831413	-2.6803823	-2.4900513	-3.0954203	-2.8365013	-1.8109663	-2.6620043	-2.5907453	-3.1976003	-2.3219283	-2.0649173	-2.4900513	-2.7466163	-2.8059133	-2.628639753	-2.726104602	-3.12949224	-2.660696624	-2.682699302	-2.224199178	-2.221408318	-1.789178262	-2.40852765	-2.598509033	-2.453172628	-0.134962822	3.859248527	-2.938194716	4.096204287	-0.019611018	-0.056241202	-3.757023247	4.454531345	-2.640769267	2.077890778	-2.511695369	-1.989470452	2.961479471	-1.187025585	2.730071484	0.994482995	-3.328977107	2.914166618	-2.291830806	-3.734188509	-1.876709328	4.11907586	-0.055613975	-2.860086056	2.567339133	1.142019005	-2.243454037	-1.491204548	3.427070271	2.084474568	5.194829325	0.086718224	3.293215273	0.851399702	3.238261353	-0.219718668	2.560011914	3.989915388	-3.084677715	4.650478969	0.901065796	4.77332571	0.193899777	4.017622891	3.734355187	1.779358154	-2.971205409	4.261436558
HPGD	0.7832473	1.7141363	1.8773523	0.4254593	2.3715593	3.2441263	3.0322773	0.7493203	2.1766423	1.5114683	0.8351163	1.5945493	2.2421453	2.0996323	2.0972743	1.0779273	1.2010063	2.7207163	2.7769463	2.295676513	2.157379748	1.709668204	1.676705069	1.023661476	2.014130329	2.325070289	1.335724115	2.445607333	1.748363921	1.351176224	0.298966946	-1.226113325	-0.328160049	0.165427983	-0.493081594	0.338348741	-0.438884241	0.243525234	-0.000680677	-0.879023802	-0.927888587	-0.517325506	1.297646876	-0.595594558	0.835846093	-0.009906958	-0.038346312	-0.746979094	-1.270043464	-0.931039745	-0.402538685	-0.28749168	-0.517908535	-0.610249756	-0.885851051	0.748280907	0.474752418	-1.269927372	-0.435349955	-0.7721074	-0.283841255	-0.760002152	-0.432053476	-0.744420023	-0.131163855	-0.294943654	0.375905716	-0.616213435	-0.222392421	0.610627384	0.452721975	0.429409136	0.186184415	-0.822948712	-0.173727865	1.056255076	0.188740623	0.314339938
MFAP4	-0.5311563	1.4441373	1.1807843	0.9737953	1.7999163	1.5907223	1.2612303	0.4573323	1.1512093	1.8734203	1.5434963	0.5926363	0.8559903	1.1414333	0.2916043	1.7437303	-0.0232703	1.3334243	0.9656923	1.644040156	2.347246124	1.967358448	0.09529245	1.147845468	2.284059909	1.91938154	0.839906678	0.970317084	-0.708374665	1.70764502	1.586575352	-1.50779464	-0.995936068	-2.395217313	-0.589605875	-1.218740027	-0.624908786	-1.293991218	-2.644586483	-1.76799249	-1.685208239	-1.150066985	-2.144148788	-2.439963184	-0.521716787	-1.737665762	-1.352859954	-2.633595281	-1.392170934	-5.006919414	-1.792137714	-2.111398925	-1.477838286	-2.468696192	-4.041027268	-2.180937994	-0.670876404	-3.089267338	-2.862159359	-3.101753499	-1.257298036	-2.146841388	-1.803411334	-3.49777793	-1.581094683	-2.572651933	-2.667111542	-2.077903382	-2.958937343	-3.787270676	-1.836267614	-1.641748527	-3.911551973	-0.702966084	-1.209563197	0.787740161	-2.210394888	-1.629070853
